,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,n_words,vader_sentiment,rel_char_len
18077,14153255,The Mahogany Suite- The Solo Adventurer l,52862385,The Mahogany Suite(Studio Apartment,Brooklyn,East Flatbush,40.6628,-73.93397,Private room,65,2,24,2019-06-17,0.71,3,290,7,0.296,0.82
23660,19134330,Take it now you won't find better,133736899,Hanna,Manhattan,Upper West Side,40.76984,-73.98225,Entire home/apt,200,1,1,2017-06-16,0.04,1,0,8,-0.3412,0.66
25737,20597491,Very Nice Apartment close to JFK Airport!!,147184528,Yvette,Queens,South Ozone Park,40.66789,-73.79197,Entire home/apt,62,1,53,2019-06-25,2.36,1,178,9,0.5686,0.84
5288,3821676,Lower East Side Artist's Sanctuary,14908547,Elyse,Manhattan,Lower East Side,40.71962,-73.98434,Entire home/apt,169,4,7,2016-01-03,0.14,1,0,6,-0.296,0.68
25429,20331995,Two Bedroom Apartment Queens Near  Subway to NYC,48032663,Naomi,Queens,Richmond Hill,40.70171,-73.82991,Entire home/apt,65,2,95,2019-07-06,4.13,1,105,8,0.0,0.96
31268,24284701,HEART WILLIAMSBURG - PRIVATE TERRRACE AND BATHROOM,101457588,Louis,Brooklyn,Williamsburg,40.70705,-73.94976,Private room,70,5,1,2018-06-03,0.07,1,0,7,0.0,1.0
29160,22387499,Peaceful Garden Apartment in Architect's Townhouse,68554866,Andrea & James,Brooklyn,Bushwick,40.68481,-73.90713,Entire home/apt,125,3,27,2019-07-03,2.77,1,41,7,0.4939,1.0
18858,14966692,Large 1 bedroom to yourself. 1 block from subway,11685844,Joseph,Queens,Astoria,40.7609,-73.92516,Entire home/apt,125,5,2,2017-04-10,0.06,1,0,10,-0.4404,0.96
1783,801626,CBG HelpsHaiti #5 Suite,22486,Lisel,Brooklyn,Park Slope,40.68015,-73.978,Private room,115,2,25,2019-05-26,0.36,6,89,5,0.0,0.46
9313,7116034,Beautiful room. Private bathroom.,16296388,Mario,Brooklyn,Bushwick,40.68412,-73.91045,Private room,43,1,4,2017-06-06,0.13,1,0,6,0.5994,0.66
25319,20245577,Big guest room on Upper west side,20850336,Yubo,Manhattan,Upper West Side,40.77621,-73.98054,Private room,140,1,13,2019-05-26,0.77,1,54,7,0.0,0.66
35821,28433202,Great value! Private room Queen size Couch bed,147762665,Jose,Bronx,Wakefield,40.88688,-73.85848,Private room,37,1,14,2019-07-05,1.42,3,332,9,0.7777,0.92
24051,19386444,"Joy's Place! Cozy, Comfortable and Quaint home",22462,Joy,Brooklyn,Bedford-Stuyvesant,40.68326,-73.92448,Entire home/apt,150,3,80,2019-06-22,3.38,1,42,10,0.5562,0.92
17468,13752982,Two Bedroom on the Upper East Side,80593607,Theodore,Manhattan,Upper East Side,40.77788,-73.95615,Entire home/apt,105,1,3,2016-08-23,0.08,1,0,7,0.0,0.68
28077,21924630,Spacious 2 bedroom in heart of Williamsburg!,6411632,Jordan,Brooklyn,Williamsburg,40.71344,-73.95702,Entire home/apt,130,3,2,2018-04-02,0.12,1,0,8,0.0,0.88
34610,27454904,Spectacular Loft Like Garden Floor,206195782,Leigh,Manhattan,Harlem,40.80804,-73.95373,Entire home/apt,195,2,14,2019-07-01,1.43,1,33,5,0.3612,0.68
19887,15938836,"Bright, All New Semi Basement Apartment",103450258,Asaf,Queens,Kew Gardens Hills,40.72136,-73.81717,Entire home/apt,105,4,12,2019-06-22,0.39,1,335,7,0.4404,0.78
43891,33931985,"New, Adorable Williamsburg One-Bedroom",229141974,Mah,Brooklyn,Williamsburg,40.70409,-73.94078,Entire home/apt,195,2,1,2019-05-06,0.47,1,0,5,0.4939,0.76
14742,11653913,spacious 1 BR heart of astoria,10575779,Andrea,Queens,Astoria,40.7588,-73.91762,Entire home/apt,190,2,1,2016-03-26,0.03,1,0,6,0.0,0.6
29890,23005685,Luxury Tribeca,51536620,Rafaela,Manhattan,Tribeca,40.71412,-74.00984,Private room,110,3,1,2018-02-28,0.06,1,0,2,0.0,0.28
13436,10069586,Cozy room in a dynamic Brooklyn neighborhood,5391472,Ella,Brooklyn,Crown Heights,40.67154,-73.94981,Private room,35,14,1,2017-01-19,0.03,2,0,7,0.3818,0.88
13549,10134298,1 Bedroom in HUGE Full Floored Apt.,2017504,Fataah,Manhattan,Gramercy,40.73375,-73.98474,Private room,85,1,2,2016-10-23,0.06,2,0,8,0.4648,0.7
13061,9886606,Beautiful Bedroom & Bath For Rent!!,221266,James,Manhattan,East Harlem,40.79108,-73.94642,Private room,94,2,3,2019-02-12,0.07,1,0,8,0.6688,0.7
17053,13532647,2 Bedroom Apartment in Prime Midtown West,26923140,Allan,Manhattan,Hell's Kitchen,40.7605,-73.99455,Entire home/apt,199,3,110,2019-06-20,3.02,1,246,7,0.0,0.82
28270,21985279,"3-Bedroom House with Hot Tub Near JFK, LGA & NYC",151880786,Colin,Queens,Richmond Hill,40.70231,-73.82722,Entire home/apt,66,30,9,2018-09-16,0.47,1,173,11,0.0,0.96
35872,28484028,9.Clean Bed just 20 mnts to Manhattan,188498431,Han,Queens,Sunnyside,40.73892,-73.92397,Shared room,39,2,18,2019-06-23,1.96,6,344,7,0.0,0.74
24102,19415979,Newly renovated studio in Prime Manhattan location,35285033,Melissa,Manhattan,Chelsea,40.74444,-74.00068,Entire home/apt,175,3,2,2017-10-01,0.08,1,0,7,0.0,1.0
38886,30429469,Time Square - DOUBLE DOUBLE ROOM,224414117,Gabriel,Manhattan,Hell's Kitchen,40.75472,-73.99713,Private room,199,1,17,2019-04-16,2.37,30,334,6,0.0,0.64
38000,30035166,4-Floor Unique Event Space 50P Cap. - #10299B,172611460,Rasmus,Manhattan,Harlem,40.82511,-73.94961,Entire home/apt,5000,1,2,2019-02-23,0.38,2,150,10,0.0,0.9
16708,13360600,Cosy Studio in Forest Hills,6741942,Ioannis,Queens,Rego Park,40.7234,-73.85787,Entire home/apt,50,20,2,2018-08-25,0.08,1,0,5,0.0,0.54
36273,28859648,"Spacious room in a huge house, East williamsburg",217591735,Alison,Brooklyn,Williamsburg,40.70664,-73.93978,Private room,70,2,4,2019-04-28,0.45,1,0,9,0.3182,0.96
31375,24378513,Sunny Spacious Private Bedroom in Brooklyn,714531,Gabriel,Brooklyn,Prospect-Lefferts Gardens,40.65618,-73.95664,Private room,55,4,26,2019-06-24,1.81,1,73,6,0.4215,0.84
39533,30786668,"Rustic house w/ parking, wifi, & AC",64450303,Elizabeth,Brooklyn,Flatlands,40.62941,-73.9425,Entire home/apt,300,1,9,2019-07-01,1.44,2,7,9,0.0,0.7
33960,26894016,Spacious & Comfy in Hip Area,5778935,Drew,Brooklyn,Clinton Hill,40.69239,-73.96538,Entire home/apt,135,2,4,2019-07-01,0.36,1,0,6,0.0,0.56
35452,28129668,Stunning Brand New Apartment 35m to NYC!!!,303926,Kay,Brooklyn,Cypress Hills,40.68287,-73.88578,Entire home/apt,160,2,3,2019-04-21,0.29,2,167,10,0.5386,0.84
10463,8014087,Prime location Chelsea/Flatiron RM,38857566,Gabi,Manhattan,Chelsea,40.74042,-73.99714,Private room,100,1,2,2018-01-01,0.04,1,0,4,0.0,0.68
25712,20583769,Comfy Room w/UPGRADE to entire apartment,166634,Lou,Brooklyn,Brownsville,40.66034,-73.91416,Private room,49,2,6,2019-06-11,2.2,5,191,6,0.0,0.8
15784,12764005,Brand New Clean and Sunny one bed!,7465850,Flower,Brooklyn,Bushwick,40.69761,-73.92495,Entire home/apt,120,4,43,2019-06-24,1.15,1,243,8,0.6996,0.68
4476,3073195,Spacious room in great neighborhood,15639713,Agustina,Brooklyn,Williamsburg,40.70442,-73.95413,Private room,75,4,6,2015-12-01,0.13,1,0,5,0.6249,0.7
1692,766964,"Sublet Lovely Room in Astoria, 3-4 months",4044889,Jenna,Queens,Astoria,40.77016,-73.92316,Private room,55,80,3,2012-11-10,0.04,1,119,8,0.5859,0.82
7450,5546217,4 bedroom Townhouse/Brownstone/Prospect Park,11369454,Mimi,Brooklyn,Prospect-Lefferts Gardens,40.655,-73.95975,Entire home/apt,190,2,119,2019-06-17,2.42,1,243,4,0.0,0.88
45032,34498925,Quaint Private Room in Vibrant Bronx Neighborhood,7087084,Laura,Bronx,Fordham,40.86003,-73.89314,Private room,47,1,2,2019-05-27,1.36,1,236,7,0.5267,0.98
8788,6746003,Retro Style Living In New York City,1211067,"Hans, Sandra & Son",Staten Island,Tompkinsville,40.62154,-74.08701,Private room,49,2,100,2019-06-29,2.12,2,284,7,0.0,0.7
38612,30354304,Private room in spacious BK community w/ parking,3285978,Nicole,Brooklyn,Bedford-Stuyvesant,40.69998,-73.94369,Private room,50,1,5,2019-01-13,0.71,2,0,8,0.0,0.96
36964,29388083,Dream Apt in the heart of  NYC,221392587,San,Manhattan,Midtown,40.7599,-73.96685,Entire home/apt,244,4,9,2019-06-17,1.21,1,56,7,0.25,0.6
37374,29661866,Minimal East Village studio in the BEST location!,20087466,Adela,Manhattan,East Village,40.72434,-73.98018,Entire home/apt,110,3,15,2019-04-17,1.89,1,0,9,0.7371,0.98
6255,4567765,★3BR/2BA Amazing East Village Penthouse+Pvt Terr★,1277144,T.,Manhattan,East Village,40.72809,-73.98188,Entire home/apt,299,2,63,2019-06-01,1.15,1,210,6,0.5859,0.98
6076,4447524,Charming West Village Studio,9685363,Ceyda,Manhattan,West Village,40.73634,-74.00841,Entire home/apt,200,2,9,2018-05-19,0.16,1,0,4,0.5859,0.56
25634,20523843,"MARTIAL LOFT 3: REDEMPTION (upstairs, 2nd room)",15787004,Martial Loft,Brooklyn,Bushwick,40.69467,-73.92433,Private room,0,2,16,2019-05-18,0.71,5,0,11,0.0,0.94
27351,21583472,Quiet Room in Brooklyn Apt - Animal Friendly!,1414616,Carole,Brooklyn,Bedford-Stuyvesant,40.68594,-73.94967,Private room,47,5,10,2018-04-27,0.49,1,0,9,0.5411,0.9
30771,23812583,★ Clean/Trendy/Sunny room ★ in the center of NYC,4427689,Nour,Manhattan,Hell's Kitchen,40.76489,-73.98822,Private room,129,5,97,2019-06-19,6.11,2,114,9,0.0,0.96
45283,34650667,Unique Home Besides Times Square!! NYC!!!,261375719,Vivian,Manhattan,Hell's Kitchen,40.76383,-73.98704,Entire home/apt,255,3,2,2019-06-03,1.4,1,188,11,0.0,0.82
43159,33486731,"Sunny, spacious Apt. near Prospect Park",21877010,Clara,Brooklyn,Prospect-Lefferts Gardens,40.66075,-73.95926,Entire home/apt,120,4,3,2019-05-26,1.15,1,0,8,0.6124,0.78
27385,21603901,Cozy Private Room with Terrace in Williamsburg,46363732,Bérénice,Brooklyn,Williamsburg,40.71372,-73.95149,Private room,69,2,5,2018-03-18,0.25,1,0,7,0.0,0.92
40051,31100684,HUGE room in Grammercy,9420910,Alyona,Manhattan,Kips Bay,40.73885,-73.97938,Private room,150,1,1,2019-05-25,0.67,2,157,4,0.4648,0.44
35703,28340434,Queens house bedroom 4,213111794,Desmond,Queens,Springfield Gardens,40.66556,-73.75735,Private room,200,1,2,2018-12-15,0.22,4,179,4,0.0,0.44
43616,33753198,"Chefs apt w/ art, plants, books & strong coffee",7875127,Evan,Brooklyn,Crown Heights,40.67468,-73.96149,Private room,65,2,1,2019-04-17,0.36,1,0,11,0.5106,0.94
34017,26947476,Sunlit Duplex LOFT 1.5BR WATERFRNT/ POOL/ GYM (5O),202757964,Mayan,Brooklyn,Williamsburg,40.71771,-73.96431,Entire home/apt,185,30,2,2019-06-16,0.32,6,304,10,0.0,1.0
7827,5967998,2 Bedroom Appartment with Rooftop-Central Park,29278028,Alexis,Manhattan,Upper East Side,40.77635,-73.95616,Entire home/apt,450,5,37,2019-07-05,0.86,4,108,6,0.0,0.92
7456,5557097,A private room in New York. One block from A,3447539,Nick,Manhattan,Washington Heights,40.84898,-73.93642,Private room,59,4,109,2019-06-27,2.08,2,284,11,-0.4404,0.88
31445,24460450,The Cozy Apartment; limited time offer 10 off.,112843970,Rhonda,Brooklyn,Cypress Hills,40.67765,-73.89327,Entire home/apt,125,3,48,2019-06-04,3.36,2,294,10,-0.2263,0.92
32744,25803113,"Upper Manhattan, Beautiful Sunlit Space",69563112,Zahra,Manhattan,Harlem,40.81279,-73.95208,Private room,80,3,1,2018-06-20,0.08,1,0,6,0.5994,0.78
44589,34313928,South Bronx Suite Two,19903807,Carol,Bronx,Mott Haven,40.81245,-73.91648,Entire home/apt,120,3,1,2019-06-15,1.0,3,45,4,0.0,0.42
20132,16123943,"1BR 2nd floor, house",104661811,Elias,Staten Island,Arrochar,40.59412,-74.06955,Private room,105,1,12,2019-05-19,0.39,1,89,5,0.0,0.4
2374,1157522,North Williamsburg whole apt - Off the BEDFORD L,6263282,Liza,Brooklyn,Williamsburg,40.71813,-73.95981,Entire home/apt,212,2,51,2019-06-15,0.91,1,147,9,0.0,0.96
33002,26035350,Private Bedroom in Open Williamsburg Loft,195667782,Bill,Brooklyn,Williamsburg,40.70898,-73.94813,Private room,76,1,59,2019-06-20,4.57,1,44,6,0.0,0.82
32159,25137887,Beach front Dublex near jfk,187383058,John,Queens,Arverne,40.58809,-73.79387,Entire home/apt,450,2,32,2019-07-07,2.35,2,315,5,0.0,0.54
41178,32036850,Charming lower east side room,165863135,Amanda,Manhattan,Lower East Side,40.72026,-73.98787,Private room,80,20,2,2019-04-19,0.48,1,3,5,0.3818,0.58
36411,28959608,The Green Atelier of Park Slope,5085951,Liz,Brooklyn,Park Slope,40.67702,-73.97907,Private room,100,2,22,2019-06-27,2.59,1,292,6,0.0,0.62
6249,4566571,Penthouse loft with private patio,3814458,Ole,Manhattan,Midtown,40.75186,-73.98557,Entire home/apt,450,3,12,2016-04-10,0.23,1,0,5,0.0,0.66
7946,6101104,1 BR UPPER EAST SIDE,9107715,Michele,Manhattan,Upper East Side,40.77526,-73.95075,Entire home/apt,170,5,26,2019-05-18,0.55,1,115,5,0.0,0.4
44584,34312239,Cozy Private Room - Only 25 mins to Manhattan ;),22070428,Fernando,Queens,Elmhurst,40.7442,-73.87698,Private room,55,1,1,2019-05-10,0.5,1,35,11,0.2263,0.96
2032,904060,Beautiful Modern apt in Brooklyn,4834187,Howard,Brooklyn,Clinton Hill,40.68496,-73.96111,Entire home/apt,165,4,37,2018-09-30,0.47,1,343,5,0.5994,0.64
42685,33135591,Beautiful 1 Bedroom,549971,Ginta,Manhattan,Chinatown,40.7142,-73.99254,Entire home/apt,150,30,3,2019-05-17,1.25,1,33,3,0.5994,0.38
36792,29237692,Professional Travelers,24000784,Robert,Brooklyn,Sunset Park,40.64513,-74.01279,Private room,45,1,5,2019-05-17,0.57,4,32,2,0.0,0.44
44072,34020097,Cozy Room in Classic Crown Heights,98978751,Vita,Brooklyn,Crown Heights,40.67052,-73.95612,Private room,70,1,4,2019-06-18,2.67,1,153,6,0.0,0.68
15677,12657888,"convenient, furnished APT",68769040,Eva,Manhattan,Upper West Side,40.80183,-73.96373,Private room,980,20,1,2016-07-02,0.03,1,90,4,0.0,0.5
22199,17880865,Nurturing room in a 3 bedroom apt.,59654765,Calia,Brooklyn,Crown Heights,40.67689,-73.95079,Private room,30,3,3,2017-04-19,0.11,1,0,8,0.4588,0.68
28232,21979566,Mid-Century Modern 1 BR with Stunning Views,45406877,Rup,Manhattan,Civic Center,40.71237,-74.00747,Entire home/apt,100,2,3,2019-03-02,0.46,1,0,7,0.3818,0.86
35828,28437669,Two-Story 2BR/2BA East Village Apartment!,3964276,Steve,Manhattan,East Village,40.72447,-73.98821,Entire home/apt,255,3,6,2018-12-30,0.65,1,0,6,0.0,0.82
41947,32602726,Private Clean Bedroom 20 min from Manhattan,244804004,C,Brooklyn,Greenpoint,40.73635,-73.95705,Private room,89,2,3,2019-05-21,0.9,2,5,7,0.4019,0.86
17429,13733309,Upper West Side apartment with balcony,60002757,Alex,Manhattan,Upper West Side,40.7921,-73.97031,Entire home/apt,85,2,3,2016-07-26,0.08,1,0,6,0.0,0.76
29467,22613221,Astoria very close to Manhattan private bedroom,117195769,Simone,Queens,Astoria,40.76334,-73.90977,Private room,45,1,4,2018-02-25,0.23,3,0,7,0.0,0.94
29039,22339165,Semi private room in great apartment,922478,Brad,Brooklyn,Clinton Hill,40.68232,-73.96043,Shared room,50,4,15,2018-08-27,0.81,2,0,6,0.6249,0.72
46883,35469069,La Guardia Aiport My Place 1,259289556,Emely,Queens,East Elmhurst,40.76227,-73.86451,Private room,49,1,1,2019-06-16,1.0,1,48,6,0.0,0.56
14814,11730504,Charming Brownstone Garden 1BR Historic Apartment,11292325,Diva,Manhattan,Harlem,40.81613,-73.94622,Entire home/apt,150,30,17,2018-12-15,0.42,1,157,6,0.5859,0.98
33415,26412930,Zen Brooklyn,209300,Gina,Brooklyn,Fort Greene,40.68731,-73.9751,Private room,85,1,8,2018-09-01,0.66,2,0,2,0.0,0.24
24035,19380186,Beautiful BRIGHT and SUNNY - BEST location in NYC!,13669059,Nancy,Manhattan,East Village,40.72489,-73.98956,Entire home/apt,250,4,14,2019-05-24,0.58,1,16,10,0.9538,1.0
23160,18750505,Nicely Appointed Studio with Alcove for Bed,8010331,Ashley,Manhattan,East Harlem,40.80324,-73.9352,Entire home/apt,120,2,8,2019-05-29,0.34,1,11,7,0.4404,0.86
13599,10171782,Great Affordable Room In Manhattan,37256833,Jazzy,Manhattan,Harlem,40.82914,-73.94254,Private room,37,2,11,2017-07-05,0.28,1,0,5,0.6249,0.68
34748,27547687,Queens Apartment Private Room,177825782,Ada,Queens,Jackson Heights,40.75047,-73.88216,Private room,89,4,2,2019-05-26,0.33,2,175,4,0.0,0.58
31215,24244194,Full private bathroom inside private room :),176821276,Andrea,Manhattan,Harlem,40.82499,-73.95374,Private room,75,3,8,2018-08-13,0.54,1,0,8,0.4588,0.88
22054,17744351,1 Bd furnished Bayridge Brooklyn NY,119029523,Ebada,Brooklyn,Fort Hamilton,40.62241,-74.02863,Entire home/apt,115,4,3,2019-05-19,0.48,3,295,6,0.0,0.7
23724,19173391,"One bedroom, calm, clean, bright.",13848128,John,Manhattan,Chelsea,40.74263,-73.99769,Entire home/apt,275,6,13,2019-06-07,0.58,1,0,9,0.7845,0.66
38988,30466737,Art Life in the City – from Brooklyn to Manhattan,1936796,JenJoy,Brooklyn,Williamsburg,40.71228,-73.93782,Private room,72,2,3,2019-06-30,3.0,2,0,10,0.0,0.98
32278,25255024,"Lovely, Spacious & Private Garden Apt in Bronx, NY",159495469,Keren J,Bronx,Pelham Gardens,40.86681,-73.84073,Entire home/apt,86,2,41,2019-06-16,3.18,1,111,11,0.5859,1.0
18484,14551896,"Awesome, Sunny, and Spacious 1BR Apartment",22265887,Danielle,Manhattan,Harlem,40.80933,-73.945,Entire home/apt,174,5,6,2018-09-21,0.28,1,8,8,0.7845,0.84
35801,28412831,West village bright dream location room,12926593,Catarina,Manhattan,West Village,40.73117,-74.00232,Private room,126,2,1,2019-06-30,1.0,3,15,6,0.5994,0.78
18950,15052455,"XL Sunny, NYC Flat Close to Train, Cafes & Shops",8993084,Kimberly,Brooklyn,Bedford-Stuyvesant,40.69085,-73.95578,Private room,55,2,41,2019-05-28,1.25,4,83,12,0.4215,0.96
20226,16177837,Stunning 1 BR with high end finishes,61391963,Corporate Housing,Manhattan,Kips Bay,40.74,-73.97936,Entire home/apt,142,30,9,2019-06-03,0.3,91,342,7,0.3818,0.72
17220,13625381,The perfect spot in Bushwhick,9320995,Jessie,Brooklyn,Bushwick,40.7035,-73.92912,Private room,35,3,1,2018-01-01,0.05,1,0,5,0.5719,0.58
2745,1481907,Charming BK Townhouse Home by Highland Park!,7938019,Megan,Brooklyn,Cypress Hills,40.68505,-73.8718,Entire home/apt,345,2,78,2019-06-30,2.49,1,185,8,0.6239,0.88
13323,10017871,Sound Bath Sanctuary II Manhattan,7217937,Joule,Manhattan,Inwood,40.8686,-73.92594,Private room,45,2,6,2019-06-17,0.5,2,64,5,0.0,0.66
6370,4642539,Spacious 2 BDRM near Times Square,5025692,Annika,Manhattan,Hell's Kitchen,40.7616,-73.99677,Entire home/apt,225,5,13,2018-09-28,0.24,1,0,6,0.0,0.66
5569,4050765,Harmony House 3 on Madison Street,21014758,Garnet,Brooklyn,Bedford-Stuyvesant,40.68852,-73.92393,Private room,38,2,50,2019-06-25,1.35,3,126,6,0.4019,0.66
8129,6269439,"Spacious&Pretty, heart of Brooklyn",32800,Naama,Brooklyn,Bedford-Stuyvesant,40.68739,-73.94859,Entire home/apt,85,10,4,2018-11-06,0.08,1,0,7,0.0,0.68
5684,4137645,Beautiful Williamsburg Private Room,11134688,Noelle,Brooklyn,Williamsburg,40.71243,-73.95655,Private room,60,1,1,2014-09-23,0.02,1,0,4,0.5994,0.7
26761,21249676,Cozy sunny Brooklyn private room SUPERHOST,64609445,Ina,Brooklyn,Clinton Hill,40.69466,-73.96703,Private room,58,1,48,2018-07-31,2.27,2,0,6,0.4215,0.84
16998,13509110,Large private ensuite room beside Brooklyn Bridge,27275952,Andrew,Brooklyn,Downtown Brooklyn,40.69739,-73.98512,Private room,61,2,8,2018-01-02,0.21,2,0,7,0.0,0.98
38362,30208544,Penthouse in FiDi,73128753,Haider,Manhattan,Financial District,40.70542,-74.00678,Private room,105,2,3,2019-06-30,0.47,1,8,3,0.0,0.34
36256,28840001,Beautiful Cozy Studio Apartment,217468746,Timothy,Staten Island,Stapleton,40.62448,-74.08317,Entire home/apt,89,1,23,2019-07-05,2.43,1,0,4,0.5994,0.62
12469,9596608,Family friendly upper west side apt,4931159,Rob,Manhattan,Upper West Side,40.7924,-73.97265,Entire home/apt,85,4,17,2019-04-21,0.55,1,0,6,0.4939,0.7
24766,19887942,Unique 3 bedroom apartment in Bed-Stuy come all,140770094,Edwin,Brooklyn,Bedford-Stuyvesant,40.68286,-73.93379,Entire home/apt,170,3,75,2019-07-02,3.24,1,323,8,0.0,0.94
17225,13632649,Charming Vinegar Hill 1-bedroom apt w/ backyard,50210611,Ali,Brooklyn,Vinegar Hill,40.7041,-73.98089,Entire home/apt,135,6,1,2016-07-24,0.03,1,0,7,0.5859,0.94
29622,22746971,Light-filled 1 bdrm with 20ft ceilings,4342526,Michael,Brooklyn,Crown Heights,40.67985,-73.96277,Entire home/apt,175,5,4,2018-08-05,0.31,1,98,6,0.0,0.76
31318,24324489,STOP! Rooftop Terrace in the East Village!,73885,Jermaine,Manhattan,East Village,40.72328,-73.9843,Private room,80,3,2,2018-05-18,0.14,1,0,9,-0.5449,0.84
3876,2372740,Chez Jazz BnB--Cozy BK/Queens room,12120448,Rob,Queens,Ridgewood,40.70375,-73.9094,Private room,45,2,27,2019-05-15,0.42,1,190,7,0.0,0.68
25811,20650685,Cozy and Sunny Room Queen Size Bed in Bedstuy,8671974,Laure,Brooklyn,Bedford-Stuyvesant,40.68919,-73.9335,Private room,60,2,1,2017-09-02,0.04,1,365,9,0.4215,0.9
3257,1941439,Private Room next to Park - 5 mins to subways!!,10041857,Veronica,Manhattan,East Harlem,40.79629,-73.94769,Private room,85,2,36,2019-06-26,0.53,1,288,12,0.0,0.94
33969,26896460,Sun-kissed & Spacious Queens Room w/ Full Kitchen,20909506,Camile,Queens,Astoria,40.7648,-73.91174,Private room,40,3,7,2018-11-09,0.61,2,0,8,0.0,0.98
17650,13879611,"West 86th Street, Charming UWS One Bd Svcd Apt-A",22541573,Ken,Manhattan,Upper West Side,40.78593,-73.97284,Entire home/apt,169,30,1,2017-12-22,0.05,87,0,10,0.5859,0.96
25387,20305451,Best of Brooklyn & Beside Manhattan!,48704899,Dara,Brooklyn,Park Slope,40.67481,-73.97258,Entire home/apt,200,3,41,2019-06-02,1.84,1,1,7,0.6696,0.72
7615,5728014,Cozy & Quiet 1 BR - Lincoln Center,29698290,Allie,Manhattan,Upper West Side,40.77655,-73.98074,Entire home/apt,200,3,9,2019-01-01,0.19,1,0,8,0.0,0.68
11426,8877466,"Spacious Apt, 15min from the city",46458011,Emma,Brooklyn,Bushwick,40.69497,-73.92598,Private room,65,2,28,2019-03-19,0.7,1,204,7,0.0,0.66
45965,35007140,Amazing 3bd/2ba Apt w/ Roofdeck 5 mins to NYC,3005203,Elnadiv,Brooklyn,Williamsburg,40.71701,-73.94082,Entire home/apt,295,2,1,2019-06-08,1.0,3,337,9,0.5859,0.9
17598,13842204,"Private Bedroom in Upper Manhattan/ Harlem, NYC!",2265770,Jeanine,Manhattan,Harlem,40.80742,-73.95214,Private room,123,4,1,2018-09-18,0.1,3,0,9,0.0,0.96
18479,14549226,"Charming & Cozy Private Apt near Prospect Park, BK",89954209,A.J.,Brooklyn,Prospect-Lefferts Gardens,40.65826,-73.95036,Entire home/apt,107,3,82,2019-06-20,2.34,1,284,10,0.7184,1.0
2544,1313768,"Large, Quiet, Sunny 1 Bedroom Condo Williamsburg",7139147,Hank,Brooklyn,Williamsburg,40.71063,-73.96774,Entire home/apt,199,3,6,2018-04-21,0.08,1,12,9,0.4215,0.96
48005,36034181,Best in Greenwood 1min walk 15min Manhattan,27922303,Aprilene,Brooklyn,Sunset Park,40.65625,-74.0038,Private room,75,2,1,2019-07-01,1.0,2,311,7,0.6369,0.86
38730,30389262,Large Couples Room for that Perfect New York Stay,137358866,Kazuya,Queens,Woodside,40.74635,-73.90774,Private room,62,30,2,2019-01-31,0.32,103,269,9,0.5719,0.98
16195,13070577,"It's ""THAT DREAM HOUSE"" in Williamsburg",32525834,Lara,Brooklyn,Williamsburg,40.71968,-73.94368,Entire home/apt,350,3,2,2018-06-10,0.14,1,78,9,0.4084,0.78
43446,33656821,Spacious and bright — Ft. Greene — best location,1364340,Jess,Brooklyn,Fort Greene,40.68966,-73.97311,Private room,125,2,7,2019-06-25,4.38,1,0,9,0.7964,0.96
32315,25287115,COMFORTABLE PRIVATE CLEAN ROOM FULLY FURNISHED,175368807,Lamesha,Bronx,Williamsbridge,40.87579,-73.86532,Private room,33,3,1,2018-07-28,0.09,1,365,6,0.7184,0.92
40458,31359053,Affordable luxurious 2 bedroom apartment.,234823585,Anthony,Brooklyn,Kensington,40.64481,-73.97318,Entire home/apt,100,2,15,2019-07-07,2.46,1,66,6,0.0,0.82
23409,18946416,Beautiful Brooklyn Brownstone,19867664,Cheryl,Brooklyn,Crown Heights,40.671,-73.94703,Entire home/apt,200,1,105,2019-07-06,4.57,2,274,3,0.5994,0.58
7979,6133150,Spend Your Fall in Bed-Stuy,31817441,André,Brooklyn,Bedford-Stuyvesant,40.68227,-73.93305,Private room,52,2,1,2015-11-01,0.02,1,0,5,0.0,0.54
37853,29960687,Upper West Side Apartment near Central Park,225261197,Sunny,Manhattan,Upper West Side,40.78413,-73.97451,Private room,100,1,75,2019-07-06,9.62,2,248,7,0.0,0.86
18421,14483613,Modern Apt - 10 min from Manhattan,89211125,Caroline,Queens,East Elmhurst,40.7572,-73.89569,Entire home/apt,100,3,87,2019-06-13,2.52,1,322,7,0.0,0.68
32014,24993467,"Prime Williamsburg: 3 Bed, 2 Bath Luxury Apartment",143739618,Nicholas,Brooklyn,Williamsburg,40.71649,-73.95475,Entire home/apt,415,3,1,2018-05-27,0.07,1,0,10,0.0,1.0
31761,24759050,"Private Bedroom on Upper West, Manhattan",76537707,Angela,Manhattan,Upper West Side,40.795,-73.97479,Private room,67,12,1,2018-05-31,0.07,1,0,7,0.0,0.8
5446,3943879,Prime Williamsburg loft on Bedford,20435647,Mette,Brooklyn,Williamsburg,40.71713,-73.95669,Entire home/apt,175,2,76,2019-06-21,1.29,1,19,5,0.0,0.68
14932,11865398,"Spacious 1 bdrm apt, East Village",43174657,Patricia,Manhattan,East Village,40.73062,-73.98524,Entire home/apt,133,3,3,2017-01-01,0.08,1,0,7,0.0,0.66
